Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA,week,year,game_id
OT,10:00,,,HOU 35,24.0,24.0,"Ka'imi Fairbairn kicks off 62 yards, returned by Isiah Pacheco for 15 yards (tackle by Neville Hewitt and M.J. Stewart). Penalty on Noah Gray: Offensive Holding, 9 yards (accepted)",0.0,-0.38,15.0,2022,218
OT,9:55,1.0,10.0,KAN 9,24.0,24.0,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 19 yards (tackle by Jalen Pitre),-0.38,0.81,15.0,2022,218
OT,9:20,1.0,10.0,KAN 28,24.0,24.0,Patrick Mahomes pass complete short left to Travis Kelce for 7 yards (tackle by Jonathan Owens),0.81,1.21,15.0,2022,218
OT,8:45,2.0,3.0,KAN 35,24.0,24.0,Isiah Pacheco left guard for 2 yards (tackle by Jerry Hughes),1.21,0.76,15.0,2022,218
OT,8:08,,,,,,Timeout #1 by Kansas City Chiefs,,,15.0,2022,218
OT,8:08,3.0,1.0,KAN 37,24.0,24.0,Patrick Mahomes pass complete short right to Travis Kelce for 14 yards (tackle by Jalen Pitre),0.76,2.32,15.0,2022,218
OT,7:37,1.0,10.0,HOU 49,24.0,24.0,Jerick McKinnon right guard for 2 yards (tackle by Rasheem Green),2.32,2.05,15.0,2022,218
OT,7:01,2.0,8.0,HOU 47,24.0,24.0,Patrick Mahomes pass complete short middle to Travis Kelce for 4 yards (tackle by Christian Kirksey),2.05,1.88,15.0,2022,218
OT,6:23,3.0,4.0,HOU 43,24.0,24.0,Patrick Mahomes sacked by Blake Cashman for -12 yards,1.88,-0.39,15.0,2022,218
OT,5:40,4.0,16.0,KAN 45,24.0,24.0,"Tommy Townsend punts 42 yards, fair catch by Desmond King at HOU-13",-0.39,0.32,15.0,2022,218
OT,5:34,1.0,10.0,HOU 13,24.0,24.0,"Davis Mills scrambles left end for 2 yards. Davis Mills fumbles (forced by Frank Clark), recovered by Willie Gay at HOU-26 (tackle by Frank Clark)",-0.32,-3.84,15.0,2022,218
OT,5:19,1.0,10.0,HOU 26,30.0,24.0,"Jerick McKinnon left guard for 26 yards, touchdown",3.84,6.0,15.0,2022,218
