Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving 1D,Receiving Succ%,Receiving Lng,Receiving R/G,Receiving Y/G,Receiving Ctch%,Receiving Y/Tgt,Rushing Att,Rushing Yds,Rushing TD,Rushing 1D,Rushing Succ%,Rushing Lng,Rushing Y/A,Rushing Y/G,Rushing A/G,Scrimmage Touch,Scrimmage Y/Tch,Scrimmage YScm,Scrimmage RRTD,Fmb,Awards
370.0,Jordan Wilkins,28.0,IND,RB,4.0,0.0,8.0,6.0,29.0,4.8,0.0,1.0,25.0,10.0,1.5,7.3,75.0,3.6,13.0,58.0,0.0,2.0,61.5,9.0,4.5,14.5,3.3,19.0,4.6,87.0,0.0,0.0,
371.0,Carson Wentz,30.0,WAS,QB,8.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,22.0,86.0,1.0,4.0,50.0,18.0,3.9,10.8,2.8,22.0,3.9,86.0,1.0,6.0,
372.0,Quintin Morris,23.0,BUF,TE,14.0,1.0,11.0,8.0,84.0,10.5,1.0,6.0,63.6,26.0,0.6,6.0,72.7,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,10.5,84.0,1.0,1.0,
373.0,Jarrett Stidham,26.0,LVR,QB,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,84.0,0.0,7.0,85.7,11.0,6.0,16.8,2.8,14.0,6.0,84.0,0.0,3.0,
374.0,Samori Toure,24.0,GNB,WR,11.0,2.0,10.0,5.0,82.0,16.4,1.0,2.0,30.0,37.0,0.5,7.5,50.0,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,16.4,82.0,1.0,1.0,
375.0,Grant Calcaterra,24.0,PHI,TE,15.0,2.0,9.0,5.0,81.0,16.2,0.0,3.0,44.4,40.0,0.3,5.4,55.6,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,16.2,81.0,0.0,0.0,
376.0,Kenny Golladay,29.0,NYG,WR,12.0,4.0,17.0,6.0,81.0,13.5,1.0,4.0,35.3,25.0,0.5,6.8,35.3,4.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,13.5,81.0,1.0,0.0,
377.0,Keaontay Ingram,23.0,ARI,RB,12.0,0.0,5.0,4.0,21.0,5.3,0.0,1.0,20.0,24.0,0.3,1.8,80.0,4.2,27.0,60.0,1.0,4.0,25.9,13.0,2.2,5.0,2.3,31.0,2.6,81.0,1.0,0.0,
378.0,Jameson Williams,21.0,DET,WR,6.0,0.0,9.0,1.0,41.0,41.0,1.0,1.0,11.1,41.0,0.2,6.8,11.1,4.6,1.0,40.0,0.0,1.0,100.0,40.0,40.0,6.7,0.2,2.0,40.5,81.0,1.0,0.0,
379.0,Ko Kieft,24.0,TAM,TE,17.0,12.0,10.0,7.0,80.0,11.4,1.0,5.0,70.0,19.0,0.4,4.7,70.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,11.4,80.0,1.0,0.0,
380.0,Jeff Driskel,29.0,HOU,QB,7.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,100.0,4.0,0.1,0.6,100.0,4.0,20.0,75.0,0.0,4.0,45.0,10.0,3.8,10.7,2.9,21.0,3.8,79.0,0.0,0.0,
381.0,Eric Tomlinson,30.0,DEN,TE,17.0,12.0,13.0,9.0,79.0,8.8,2.0,5.0,69.2,18.0,0.5,4.6,69.2,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,8.8,79.0,2.0,0.0,
382.0,Jared Goff,28.0,DET,QB,17.0,17.0,1.0,1.0,5.0,5.0,0.0,0.0,100.0,5.0,0.1,0.3,100.0,5.0,29.0,73.0,0.0,5.0,24.1,14.0,2.5,4.3,1.7,30.0,2.6,78.0,0.0,7.0,"PB,AP CPoY-6"
383.0,Marcus Jones,24.0,NWE,DB,15.0,4.0,4.0,4.0,78.0,19.5,1.0,3.0,75.0,48.0,0.3,5.2,100.0,19.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,19.5,78.0,1.0,1.0,AP-1
384.0,Jaret Patterson,23.0,WAS,RB,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,78.0,0.0,3.0,47.1,14.0,4.6,26.0,5.7,17.0,4.6,78.0,0.0,0.0,
385.0,Kyle Philips,23.0,TEN,WR,4.0,0.0,13.0,8.0,78.0,9.8,0.0,3.0,38.5,21.0,2.0,19.5,61.5,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,9.8,78.0,0.0,2.0,
386.0,Trent Taylor,28.0,CIN,WR,16.0,1.0,10.0,6.0,62.0,10.3,0.0,1.0,30.0,34.0,0.4,3.9,60.0,6.2,4.0,15.0,0.0,0.0,50.0,9.0,3.8,0.9,0.3,10.0,7.7,77.0,0.0,2.0,
387.0,Jalen Virgil,24.0,DEN,WR,9.0,1.0,5.0,2.0,75.0,37.5,1.0,2.0,40.0,66.0,0.2,8.3,40.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,37.5,75.0,1.0,1.0,
388.0,Freddie Swain,24.0,DEN,WR,3.0,1.0,6.0,4.0,74.0,18.5,0.0,3.0,50.0,52.0,1.3,24.7,66.7,12.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,18.5,74.0,0.0,1.0,
389.0,Kevin White,30.0,NOR,WR,7.0,2.0,5.0,2.0,74.0,37.0,0.0,2.0,40.0,64.0,0.3,10.6,40.0,14.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,37.0,74.0,0.0,0.0,
390.0,Salvon Ahmed,24.0,MIA,RB,12.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,100.0,8.0,0.1,0.7,100.0,8.0,12.0,64.0,1.0,4.0,75.0,11.0,5.3,5.3,1.0,13.0,5.5,72.0,1.0,0.0,
391.0,Tre' McKitty,23.0,LAC,TE,17.0,8.0,18.0,10.0,72.0,7.2,0.0,0.0,22.2,12.0,0.6,4.2,55.6,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,7.2,72.0,0.0,1.0,
392.0,Ke'Shawn Vaughn,25.0,TAM,RB,15.0,0.0,4.0,3.0,19.0,6.3,0.0,1.0,25.0,11.0,0.2,1.3,75.0,4.8,17.0,53.0,0.0,3.0,52.9,12.0,3.1,3.5,1.1,20.0,3.6,72.0,0.0,0.0,
393.0,David Johnson,31.0,NOR,RB,5.0,0.0,4.0,4.0,47.0,11.8,0.0,3.0,100.0,21.0,0.8,9.4,100.0,11.8,12.0,24.0,0.0,0.0,33.3,5.0,2.0,4.8,2.4,16.0,4.4,71.0,0.0,1.0,
394.0,Tevin Coleman,29.0,SFO,RB,5.0,0.0,3.0,3.0,44.0,14.7,1.0,2.0,66.7,30.0,0.6,8.8,100.0,14.7,12.0,26.0,1.0,2.0,25.0,14.0,2.2,5.2,2.4,15.0,4.7,70.0,2.0,0.0,
395.0,Matt Ryan,37.0,IND,QB,12.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,27.0,70.0,1.0,9.0,37.0,39.0,2.6,5.8,2.3,27.0,2.6,70.0,1.0,15.0,
396.0,Tua Tagovailoa,24.0,MIA,QB,13.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,23.0,70.0,0.0,4.0,34.8,18.0,3.0,5.4,1.8,23.0,3.0,70.0,0.0,6.0,AP MVP-9
397.0,Tyrod Taylor,33.0,NYG,QB,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,70.0,0.0,5.0,100.0,32.0,14.0,23.3,1.7,5.0,14.0,70.0,0.0,2.0,
398.0,Zamir White,23.0,LVR,RB,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,17.0,70.0,0.0,4.0,41.2,22.0,4.1,5.0,1.2,17.0,4.1,70.0,0.0,0.0,
399.0,Andrew Beck,26.0,DEN,TE,13.0,4.0,11.0,5.0,69.0,13.8,0.0,2.0,45.5,27.0,0.4,5.3,45.5,6.3,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,7.0,9.9,69.0,0.0,0.0,
400.0,Reggie Gilliam,25.0,BUF,FB,15.0,4.0,10.0,8.0,69.0,8.6,1.0,4.0,70.0,14.0,0.5,4.6,80.0,6.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,8.6,69.0,1.0,0.0,
401.0,D'Wayne Eskridge,25.0,SEA,WR,10.0,0.0,13.0,7.0,58.0,8.3,0.0,4.0,30.8,16.0,0.7,5.8,53.8,4.5,2.0,10.0,0.0,0.0,100.0,6.0,5.0,1.0,0.2,9.0,7.6,68.0,0.0,0.0,
402.0,Phillip Lindsay,28.0,IND,RB,3.0,0.0,8.0,6.0,19.0,3.2,0.0,0.0,25.0,7.0,2.0,6.3,75.0,2.4,15.0,49.0,0.0,1.0,20.0,15.0,3.3,16.3,5.0,21.0,3.2,68.0,0.0,0.0,
403.0,Trey Lance,22.0,SFO,QB,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,16.0,67.0,0.0,7.0,56.3,13.0,4.2,33.5,8.0,16.0,4.2,67.0,0.0,1.0,
404.0,Marcedes Lewis,38.0,GNB,TE,17.0,17.0,7.0,6.0,66.0,11.0,2.0,5.0,71.4,31.0,0.4,3.9,85.7,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,11.0,66.0,2.0,0.0,
405.0,Chris Myarick,27.0,NYG,FB,16.0,8.0,8.0,7.0,65.0,9.3,1.0,5.0,75.0,23.0,0.4,4.1,87.5,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,9.3,65.0,1.0,0.0,
406.0,Jalen Guyton,25.0,LAC,WR,3.0,0.0,4.0,2.0,64.0,32.0,0.0,2.0,50.0,54.0,0.7,21.3,50.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,32.0,64.0,0.0,0.0,
407.0,Jake Kumerow,30.0,BUF,WR,6.0,1.0,7.0,4.0,64.0,16.0,0.0,4.0,57.1,39.0,0.7,10.7,57.1,9.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,16.0,64.0,0.0,0.0,
408.0,Desmond Ridder,23.0,ATL,QB,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,16.0,64.0,0.0,4.0,31.3,18.0,4.0,16.0,4.0,16.0,4.0,64.0,0.0,3.0,
409.0,Trestan Ebner,23.0,CHI,RB,17.0,0.0,8.0,2.0,8.0,4.0,0.0,0.0,25.0,6.0,0.1,0.5,25.0,1.0,24.0,54.0,0.0,2.0,33.3,11.0,2.3,3.2,1.4,26.0,2.4,62.0,0.0,2.0,
410.0,James Proche,26.0,BAL,WR,15.0,0.0,17.0,8.0,62.0,7.8,0.0,3.0,41.2,12.0,0.5,4.1,47.1,3.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,7.8,62.0,0.0,0.0,
411.0,Trace McSorley,27.0,ARI,QB,6.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,15.0,61.0,0.0,3.0,40.0,14.0,4.1,10.2,2.5,15.0,4.1,61.0,0.0,2.0,
412.0,Jamison Crowder,29.0,BUF,WR,4.0,0.0,13.0,6.0,60.0,10.0,0.0,4.0,46.2,16.0,1.5,15.0,46.2,4.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,10.0,60.0,0.0,1.0,
413.0,Trayveon Williams,25.0,CIN,RB,8.0,0.0,3.0,2.0,30.0,15.0,0.0,1.0,33.3,24.0,0.3,3.8,66.7,10.0,6.0,30.0,0.0,1.0,33.3,16.0,5.0,3.8,0.8,8.0,7.5,60.0,0.0,0.0,
414.0,Shane Zylstra,26.0,DET,TE,13.0,2.0,15.0,11.0,60.0,5.5,4.0,6.0,46.7,14.0,0.8,4.6,73.3,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,5.5,60.0,4.0,0.0,
415.0,Mike Strachan,25.0,IND,WR,13.0,0.0,9.0,3.0,59.0,19.7,0.0,3.0,33.3,23.0,0.2,4.5,33.3,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,19.7,59.0,0.0,0.0,
416.0,Geoff Swaim,29.0,TEN,TE,17.0,13.0,16.0,12.0,58.0,4.8,1.0,4.0,37.5,13.0,0.7,3.4,75.0,3.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,12.0,4.8,58.0,1.0,0.0,
417.0,Deven Thompkins,23.0,TAM,WR,5.0,1.0,10.0,5.0,32.0,6.4,0.0,1.0,20.0,13.0,1.0,6.4,50.0,3.2,2.0,26.0,0.0,1.0,100.0,17.0,13.0,5.2,0.4,7.0,8.3,58.0,0.0,1.0,
418.0,Tyler Kroft,30.0,SFO,TE,11.0,4.0,5.0,4.0,57.0,14.3,0.0,2.0,80.0,28.0,0.4,5.2,80.0,11.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,14.3,57.0,0.0,0.0,
419.0,C.J. Moore,27.0,DET,S,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,55.0,0.0,2.0,100.0,42.0,27.5,5.0,0.2,2.0,27.5,55.0,0.0,1.0,
420.0,Nick Vannett,29.0,2TM,TE,9.0,3.0,9.0,6.0,55.0,9.2,0.0,1.0,55.6,15.0,0.7,6.1,66.7,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,9.2,55.0,0.0,0.0,
420.0,Nick Vannett,29.0,NOR,TE,3.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,100.0,8.0,0.7,4.3,100.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.5,13.0,0.0,0.0,
420.0,Nick Vannett,29.0,NYG,TE,6.0,3.0,7.0,4.0,42.0,10.5,0.0,1.0,42.9,15.0,0.7,7.0,57.1,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,10.5,42.0,0.0,0.0,
421.0,Andy Dalton,35.0,NOR,QB,14.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,30.0,54.0,0.0,6.0,33.3,14.0,1.8,3.9,2.1,30.0,1.8,54.0,0.0,5.0,
422.0,Myles Gaskin,25.0,MIA,RB,4.0,0.0,6.0,4.0,28.0,7.0,0.0,0.0,50.0,16.0,1.0,7.0,66.7,4.7,10.0,26.0,0.0,2.0,30.0,10.0,2.6,6.5,2.5,14.0,3.9,54.0,0.0,0.0,
423.0,Cody Hollister,29.0,TEN,WR,11.0,3.0,5.0,3.0,54.0,18.0,0.0,2.0,40.0,27.0,0.3,4.9,60.0,10.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,18.0,54.0,0.0,0.0,
424.0,Isaiah Spiller,21.0,LAC,RB,6.0,0.0,3.0,3.0,13.0,4.3,0.0,0.0,33.3,8.0,0.5,2.2,100.0,4.3,18.0,41.0,0.0,2.0,22.2,11.0,2.3,6.8,3.0,21.0,2.6,54.0,0.0,0.0,
425.0,Chris Streveler,27.0,NYJ,QB,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,9.0,54.0,0.0,1.0,55.6,14.0,6.0,27.0,4.5,9.0,6.0,54.0,0.0,1.0,
426.0,Tony Jones,25.0,2TM,RB,6.0,0.0,8.0,5.0,30.0,6.0,0.0,0.0,37.5,9.0,0.8,5.0,62.5,3.8,10.0,24.0,0.0,3.0,50.0,7.0,2.4,4.0,1.7,15.0,3.6,54.0,0.0,0.0,
426.0,Tony Jones,25.0,NOR,RB,2.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,50.0,7.0,1.0,6.0,100.0,6.0,2.0,8.0,0.0,0.0,50.0,6.0,4.0,4.0,1.0,4.0,5.0,20.0,0.0,0.0,
426.0,Tony Jones,25.0,SEA,RB,4.0,0.0,6.0,3.0,18.0,6.0,0.0,0.0,33.3,9.0,0.8,4.5,50.0,3.0,8.0,16.0,0.0,3.0,50.0,7.0,2.0,4.0,2.0,11.0,3.1,34.0,0.0,0.0,
427.0,Spencer Brown,24.0,CAR,RB,2.0,0.0,4.0,2.0,10.0,5.0,0.0,0.0,25.0,9.0,1.0,5.0,50.0,2.5,9.0,43.0,0.0,1.0,66.7,7.0,4.8,21.5,4.5,11.0,4.8,53.0,0.0,0.0,
428.0,Julius Chestnut,22.0,TEN,RB,6.0,0.0,3.0,3.0,41.0,13.7,0.0,1.0,66.7,33.0,0.5,6.8,100.0,13.7,9.0,12.0,0.0,1.0,33.3,5.0,1.3,2.0,1.5,12.0,4.4,53.0,0.0,0.0,
429.0,Kevin Harris,22.0,NWE,RB,5.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,18.0,52.0,1.0,3.0,33.3,14.0,2.9,10.4,3.6,18.0,2.9,52.0,1.0,0.0,
430.0,Ronnie Rivers,23.0,LAR,RB,8.0,1.0,5.0,5.0,29.0,5.8,0.0,1.0,80.0,14.0,0.6,3.6,100.0,5.8,9.0,21.0,0.0,1.0,44.4,5.0,2.3,2.6,1.1,14.0,3.6,50.0,0.0,0.0,
431.0,Charlie Kolar,23.0,BAL,TE,2.0,0.0,6.0,4.0,49.0,12.3,0.0,3.0,66.7,15.0,2.0,24.5,66.7,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,12.3,49.0,0.0,0.0,
432.0,Patrick Taylor,24.0,GNB,RB,14.0,0.0,1.0,1.0,17.0,17.0,0.0,1.0,100.0,17.0,0.1,1.2,100.0,17.0,10.0,31.0,0.0,2.0,40.0,6.0,3.1,2.2,0.7,11.0,4.4,48.0,0.0,0.0,
433.0,Chris Conley,30.0,2TM,WR,9.0,1.0,7.0,4.0,46.0,11.5,0.0,2.0,57.1,27.0,0.4,5.1,57.1,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,11.5,46.0,0.0,0.0,
433.0,Chris Conley,30.0,HOU,WR,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
433.0,Chris Conley,30.0,TEN,WR,7.0,1.0,5.0,4.0,46.0,11.5,0.0,2.0,80.0,27.0,0.6,6.6,80.0,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,11.5,46.0,0.0,0.0,
434.0,Stephen Sullivan,26.0,CAR,TE,14.0,0.0,6.0,2.0,46.0,23.0,0.0,2.0,33.3,33.0,0.1,3.3,33.3,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,23.0,46.0,0.0,0.0,
435.0,Andre Baccellia,25.0,ARI,WR,8.0,0.0,10.0,7.0,45.0,6.4,0.0,4.0,50.0,11.0,0.9,5.6,70.0,4.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,6.4,45.0,0.0,0.0,
436.0,Dwayne Washington,28.0,NOR,RB,12.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,100.0,7.0,0.1,0.6,100.0,7.0,11.0,38.0,0.0,2.0,45.5,8.0,3.5,3.2,0.9,12.0,3.8,45.0,0.0,0.0,
437.0,Joshua Dobbs,27.0,TEN,QB,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,8.0,44.0,0.0,4.0,75.0,11.0,5.5,22.0,4.0,8.0,5.5,44.0,0.0,4.0,
438.0,Racey McMath,23.0,TEN,WR,5.0,0.0,8.0,2.0,40.0,20.0,0.0,1.0,12.5,39.0,0.4,8.0,25.0,5.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.8,0.2,3.0,14.7,44.0,0.0,0.0,
439.0,John Brown,32.0,BUF,WR,3.0,0.0,2.0,1.0,42.0,42.0,1.0,1.0,50.0,42.0,0.3,14.0,50.0,21.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,42.0,42.0,1.0,0.0,
440.0,Snoop Conner,23.0,JAX,RB,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,12.0,42.0,1.0,2.0,58.3,8.0,3.5,5.3,1.5,12.0,3.5,42.0,1.0,0.0,
441.0,Brandon Johnson,24.0,DEN,WR,7.0,1.0,14.0,6.0,42.0,7.0,1.0,2.0,21.4,12.0,0.9,6.0,42.9,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,7.0,42.0,1.0,1.0,
442.0,Chris Manhertz,30.0,JAX,TE,17.0,11.0,8.0,6.0,42.0,7.0,0.0,2.0,37.5,21.0,0.4,2.5,75.0,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,7.0,42.0,0.0,0.0,
443.0,Laquon Treadwell,27.0,SEA,WR,6.0,0.0,10.0,6.0,42.0,7.0,0.0,3.0,30.0,17.0,1.0,7.0,60.0,4.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,7.0,42.0,0.0,0.0,
444.0,Anthony McFarland Jr.,24.0,PIT,RB,1.0,0.0,2.0,2.0,11.0,5.5,0.0,1.0,50.0,12.0,2.0,11.0,100.0,5.5,6.0,30.0,0.0,3.0,66.7,14.0,5.0,30.0,6.0,8.0,5.1,41.0,0.0,0.0,
445.0,Davis Webb,27.0,NYG,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,41.0,1.0,2.0,83.3,14.0,6.8,41.0,6.0,6.0,6.8,41.0,1.0,0.0,
446.0,Luke Farrell,25.0,JAX,TE,17.0,0.0,4.0,4.0,40.0,10.0,0.0,3.0,75.0,15.0,0.2,2.4,100.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,10.0,40.0,0.0,0.0,
447.0,Michael Woods II,22.0,CLE,WR,10.0,0.0,10.0,5.0,45.0,9.0,0.0,3.0,40.0,15.0,0.5,4.5,50.0,4.5,1.0,-5.0,0.0,0.0,0.0,-5.0,-5.0,-0.5,0.1,6.0,6.7,40.0,0.0,0.0,
448.0,P.J. Walker,27.0,CAR,QB,6.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,39.0,0.0,3.0,83.3,20.0,6.5,6.5,1.0,6.0,6.5,39.0,0.0,0.0,
449.0,Chris Evans,25.0,CIN,RB,12.0,0.0,4.0,3.0,38.0,12.7,1.0,2.0,50.0,26.0,0.3,3.2,75.0,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,12.7,38.0,1.0,0.0,
450.0,Mike Thomas,28.0,CIN,WR,10.0,2.0,10.0,2.0,38.0,19.0,0.0,1.0,10.0,33.0,0.2,3.8,20.0,3.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,19.0,38.0,0.0,0.0,
451.0,Mitchell Trubisky,28.0,PIT,QB,7.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,19.0,38.0,2.0,7.0,52.6,9.0,2.0,5.4,2.7,19.0,2.0,38.0,2.0,0.0,
452.0,Dax Milne,23.0,WAS,WR,15.0,1.0,7.0,6.0,37.0,6.2,1.0,2.0,85.7,12.0,0.4,2.5,85.7,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,6.2,37.0,1.0,1.0,
453.0,Colt McCoy,36.0,ARI,QB,4.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,36.0,0.0,5.0,42.9,9.0,2.6,9.0,3.5,14.0,2.6,36.0,0.0,2.0,
454.0,Kendall Blanton,27.0,LAR,TE,4.0,0.0,2.0,2.0,35.0,17.5,0.0,1.0,100.0,28.0,0.5,8.8,100.0,17.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,17.5,35.0,0.0,0.0,
455.0,Sam Howell,22.0,WAS,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,35.0,1.0,4.0,80.0,10.0,7.0,35.0,5.0,5.0,7.0,35.0,1.0,0.0,
456.0,Kene Nwangwu,24.0,MIN,RB,17.0,0.0,2.0,2.0,21.0,10.5,0.0,1.0,100.0,16.0,0.1,1.2,100.0,10.5,9.0,14.0,0.0,1.0,33.3,8.0,1.6,0.8,0.5,11.0,3.2,35.0,0.0,0.0,AP-2
457.0,Cole Beasley,33.0,2TM,WR,4.0,1.0,7.0,6.0,35.0,5.8,0.0,1.0,42.9,9.0,1.5,8.8,85.7,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,5.8,35.0,0.0,0.0,
457.0,Cole Beasley,33.0,TAM,WR,2.0,0.0,5.0,4.0,17.0,4.3,0.0,1.0,20.0,5.0,2.0,8.5,80.0,3.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,4.3,17.0,0.0,0.0,
457.0,Cole Beasley,33.0,BUF,WR,2.0,1.0,2.0,2.0,18.0,9.0,0.0,0.0,100.0,9.0,1.0,9.0,100.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,9.0,18.0,0.0,0.0,
458.0,Jimmy Garoppolo,31.0,SFO,QB,11.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,23.0,33.0,2.0,12.0,47.8,6.0,1.4,3.0,2.1,23.0,1.4,33.0,2.0,3.0,
459.0,Larry Rountree,23.0,LAC,RB,4.0,0.0,2.0,2.0,14.0,7.0,0.0,1.0,50.0,13.0,0.5,3.5,100.0,7.0,13.0,19.0,0.0,0.0,7.7,5.0,1.5,4.8,3.3,15.0,2.2,33.0,0.0,0.0,
460.0,Tylan Wallace,23.0,BAL,WR,9.0,0.0,7.0,4.0,33.0,8.3,0.0,1.0,42.9,12.0,0.4,3.7,57.1,4.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,8.3,33.0,0.0,0.0,
461.0,Jonathan Ward,25.0,TEN,RB,3.0,0.0,3.0,2.0,7.0,3.5,0.0,1.0,66.7,4.0,0.7,2.3,66.7,2.3,5.0,25.0,0.0,2.0,60.0,12.0,5.0,8.3,1.7,7.0,4.6,32.0,0.0,0.0,
462.0,Montrell Washington,23.0,DEN,WR,15.0,1.0,9.0,4.0,2.0,0.5,0.0,0.0,0.0,4.0,0.3,0.1,44.4,0.2,5.0,30.0,0.0,0.0,40.0,19.0,6.0,2.0,0.3,9.0,3.6,32.0,0.0,5.0,
463.0,Derek Watt,30.0,PIT,FB,17.0,3.0,5.0,5.0,11.0,2.2,1.0,1.0,40.0,5.0,0.3,0.6,100.0,2.2,9.0,21.0,1.0,8.0,88.9,4.0,2.3,1.2,0.5,14.0,2.3,32.0,2.0,0.0,
464.0,John Wolford,27.0,LAR,QB,3.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,8.0,32.0,0.0,2.0,37.5,14.0,4.0,10.7,2.7,8.0,4.0,32.0,0.0,3.0,
465.0,Tim Jones,24.0,JAX,WR,17.0,1.0,4.0,3.0,30.0,10.0,0.0,1.0,75.0,20.0,0.2,1.8,75.0,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,10.0,30.0,0.0,0.0,
466.0,Tyrie Cleveland,25.0,DEN,WR,6.0,0.0,7.0,2.0,28.0,14.0,0.0,1.0,28.6,16.0,0.3,4.7,28.6,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,14.0,28.0,0.0,0.0,
467.0,Jaelon Darden,23.0,TAM,WR,12.0,0.0,2.0,2.0,26.0,13.0,0.0,1.0,50.0,25.0,0.2,2.2,100.0,13.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.2,0.1,3.0,9.3,28.0,0.0,0.0,
