Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving 1D,Receiving Succ%,Receiving Lng,Receiving R/G,Receiving Y/G,Receiving Ctch%,Receiving Y/Tgt,Rushing Att,Rushing Yds,Rushing TD,Rushing 1D,Rushing Succ%,Rushing Lng,Rushing Y/A,Rushing Y/G,Rushing A/G,Scrimmage Touch,Scrimmage Y/Tch,Scrimmage YScm,Scrimmage RRTD,Fmb,Awards
180.0,Isaiah Hodgins,24.0,BUF,WR,2.0,0.0,6.0,4.0,41.0,10.3,0.0,2.0,33.3,26.0,2.0,20.5,66.7,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,10.3,41.0,0.0,0.0,
180.0,Isaiah Hodgins,24.0,NYG,WR,8.0,5.0,42.0,33.0,351.0,10.6,4.0,22.0,66.7,29.0,4.1,43.9,78.6,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,33.0,10.6,351.0,4.0,1.0,
181.0,Cade Otton,23.0,TAM,TE,16.0,11.0,65.0,42.0,391.0,9.3,2.0,19.0,52.3,35.0,2.6,24.4,64.6,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,42.0,9.3,391.0,2.0,0.0,
182.0,Joshua Kelley,25.0,LAC,RB,13.0,1.0,25.0,14.0,101.0,7.2,0.0,4.0,44.0,22.0,1.1,7.8,56.0,4.0,69.0,287.0,2.0,16.0,56.5,22.0,4.2,22.1,5.3,83.0,4.7,388.0,2.0,0.0,
183.0,Darren Waller,30.0,LVR,TE,9.0,6.0,43.0,28.0,388.0,13.9,3.0,18.0,46.5,34.0,3.1,43.1,65.1,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,28.0,13.9,388.0,3.0,0.0,
184.0,Darrell Henderson,25.0,LAR,RB,10.0,7.0,22.0,17.0,102.0,6.0,0.0,5.0,50.0,15.0,1.7,10.2,77.3,4.6,70.0,283.0,3.0,14.0,42.9,23.0,4.0,28.3,7.0,87.0,4.4,385.0,3.0,0.0,
185.0,Equanimeous St. Brown,26.0,CHI,WR,16.0,16.0,38.0,21.0,323.0,15.4,1.0,14.0,44.7,56.0,1.3,20.2,55.3,8.5,6.0,54.0,0.0,2.0,33.3,41.0,9.0,3.4,0.4,27.0,14.0,377.0,1.0,1.0,
186.0,Alexander Mattison,24.0,MIN,RB,17.0,0.0,18.0,15.0,91.0,6.1,1.0,4.0,33.3,16.0,0.9,5.4,83.3,5.1,74.0,283.0,5.0,21.0,47.3,15.0,3.8,16.6,4.4,89.0,4.2,374.0,6.0,0.0,
187.0,Isaiah Likely,22.0,BAL,TE,16.0,2.0,60.0,36.0,373.0,10.4,3.0,18.0,35.0,34.0,2.3,23.3,60.0,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,10.4,373.0,3.0,0.0,
188.0,Caleb Huntley,24.0,ATL,RB,12.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,0.0,2.0,0.2,0.3,100.0,1.5,76.0,366.0,1.0,18.0,61.8,30.0,4.8,30.5,6.3,78.0,4.7,369.0,1.0,1.0,
189.0,Van Jefferson,26.0,LAR,WR,11.0,9.0,44.0,24.0,369.0,15.4,3.0,20.0,50.0,39.0,2.2,33.5,54.5,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,24.0,15.4,369.0,3.0,0.0,
190.0,Geno Smith,32.0,SEA,QB,17.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,68.0,366.0,1.0,24.0,55.9,25.0,5.4,21.5,4.0,68.0,5.4,366.0,1.0,8.0,"PB,AP MVP-9,AP CPoY-1"
191.0,Patrick Mahomes,27.0,KAN,QB,17.0,17.0,1.0,1.0,6.0,6.0,0.0,0.0,100.0,6.0,0.1,0.4,100.0,6.0,61.0,358.0,4.0,25.0,59.0,20.0,5.9,21.1,3.6,62.0,5.9,364.0,4.0,5.0,"PB,AP-1,AP MVP-1,AP OPoY-2"
192.0,Nelson Agholor,29.0,NWE,WR,16.0,7.0,53.0,31.0,362.0,11.7,2.0,12.0,37.7,44.0,1.9,22.6,58.5,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,11.7,362.0,2.0,2.0,
193.0,Mike Gesicki,27.0,MIA,TE,17.0,1.0,52.0,32.0,362.0,11.3,5.0,19.0,48.1,32.0,1.9,21.3,61.5,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,32.0,11.3,362.0,5.0,0.0,
194.0,Rashaad Penny,26.0,SEA,RB,5.0,5.0,5.0,4.0,16.0,4.0,0.0,2.0,60.0,6.0,0.8,3.2,80.0,3.2,57.0,346.0,2.0,15.0,47.4,41.0,6.1,69.2,11.4,61.0,5.9,362.0,2.0,1.0,
195.0,Kyle Pitts,22.0,ATL,TE,10.0,10.0,59.0,28.0,356.0,12.7,2.0,20.0,42.4,33.0,2.8,35.6,47.5,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,28.0,12.7,356.0,2.0,0.0,
196.0,Quez Watkins,24.0,PHI,WR,17.0,8.0,51.0,33.0,354.0,10.7,3.0,13.0,37.3,53.0,1.9,20.8,64.7,6.9,3.0,1.0,0.0,0.0,0.0,4.0,0.3,0.1,0.2,36.0,9.9,355.0,3.0,1.0,
197.0,Will Dissly,26.0,SEA,TE,15.0,15.0,38.0,34.0,349.0,10.3,3.0,20.0,73.7,38.0,2.3,23.3,89.5,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,34.0,10.3,349.0,3.0,0.0,
198.0,Julio Jones,33.0,TAM,WR,10.0,5.0,43.0,24.0,299.0,12.5,2.0,13.0,41.9,48.0,2.4,29.9,55.8,7.0,5.0,45.0,0.0,4.0,80.0,15.0,9.0,4.5,0.5,29.0,11.9,344.0,2.0,0.0,
199.0,Allen Robinson,29.0,LAR,WR,10.0,10.0,52.0,33.0,339.0,10.3,3.0,23.0,53.8,29.0,3.3,33.9,63.5,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,33.0,10.3,339.0,3.0,0.0,
200.0,Matt Breida,27.0,NYG,RB,17.0,1.0,25.0,20.0,118.0,5.9,0.0,5.0,36.0,16.0,1.2,6.9,80.0,4.7,54.0,220.0,1.0,13.0,50.0,18.0,4.1,12.9,3.2,74.0,4.6,338.0,1.0,0.0,
201.0,Laviska Shenault Jr.,24.0,CAR,WR,13.0,4.0,32.0,27.0,272.0,10.1,1.0,10.0,50.0,67.0,2.1,20.9,84.4,8.5,9.0,65.0,1.0,1.0,33.3,41.0,7.2,5.0,0.7,36.0,9.4,337.0,2.0,0.0,
202.0,Tutu Atwell,23.0,LAR,WR,13.0,4.0,35.0,18.0,298.0,16.6,1.0,11.0,40.0,62.0,1.4,22.9,51.4,8.5,9.0,34.0,1.0,2.0,66.7,11.0,3.8,2.6,0.7,27.0,12.3,332.0,2.0,0.0,
203.0,Hunter Renfrow,27.0,LVR,WR,10.0,1.0,50.0,36.0,330.0,9.2,2.0,18.0,52.0,27.0,3.6,33.0,72.0,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,9.2,330.0,2.0,3.0,
204.0,Mecole Hardman,24.0,KAN,WR,8.0,5.0,34.0,25.0,297.0,11.9,4.0,14.0,61.8,36.0,3.1,37.1,73.5,8.7,4.0,31.0,2.0,3.0,75.0,25.0,7.8,3.9,0.5,29.0,11.3,328.0,6.0,1.0,
205.0,Sammy Watkins,29.0,2TM,WR,12.0,5.0,27.0,16.0,325.0,20.3,0.0,11.0,59.3,55.0,1.3,27.1,59.3,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,20.3,325.0,0.0,1.0,
205.0,Sammy Watkins,29.0,GNB,WR,9.0,3.0,22.0,13.0,206.0,15.8,0.0,9.0,59.1,55.0,1.4,22.9,59.1,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,15.8,206.0,0.0,0.0,
205.0,Sammy Watkins,29.0,BAL,WR,3.0,2.0,5.0,3.0,119.0,39.7,0.0,2.0,60.0,47.0,1.0,39.7,60.0,23.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,39.7,119.0,0.0,1.0,
206.0,Kendall Hinton,25.0,DEN,WR,12.0,5.0,33.0,24.0,311.0,13.0,0.0,14.0,54.5,35.0,2.0,25.9,72.7,9.4,2.0,13.0,0.0,1.0,50.0,13.0,6.5,1.1,0.2,26.0,12.5,324.0,0.0,0.0,
207.0,Logan Thomas,31.0,WAS,TE,14.0,13.0,61.0,39.0,323.0,8.3,1.0,15.0,45.9,27.0,2.8,23.1,63.9,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,39.0,8.3,323.0,1.0,0.0,
208.0,Dontrell Hilliard,27.0,TEN,RB,12.0,1.0,26.0,21.0,177.0,8.4,4.0,8.0,38.5,31.0,1.8,14.8,80.8,6.8,22.0,145.0,0.0,4.0,45.5,30.0,6.6,12.1,1.8,43.0,7.5,322.0,4.0,0.0,
209.0,Colby Parkinson,23.0,SEA,TE,17.0,2.0,34.0,25.0,322.0,12.9,2.0,14.0,61.8,39.0,1.5,18.9,73.5,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,12.9,322.0,2.0,0.0,
210.0,Ray-Ray McCloud,26.0,SFO,WR,17.0,2.0,25.0,14.0,243.0,17.4,1.0,11.0,52.0,42.0,0.8,14.3,56.0,9.7,4.0,78.0,1.0,1.0,25.0,71.0,19.5,4.6,0.2,18.0,17.8,321.0,2.0,2.0,
211.0,Jamycal Hasty,26.0,JAX,RB,17.0,0.0,26.0,20.0,126.0,6.3,1.0,7.0,30.8,28.0,1.2,7.4,76.9,4.8,46.0,194.0,2.0,7.0,37.0,61.0,4.2,11.4,2.7,66.0,4.8,320.0,3.0,0.0,
212.0,Justice Hill,25.0,BAL,RB,15.0,0.0,12.0,12.0,58.0,4.8,0.0,2.0,41.7,15.0,0.8,3.9,100.0,4.8,49.0,262.0,0.0,15.0,59.2,34.0,5.3,17.5,3.3,61.0,5.2,320.0,0.0,2.0,
213.0,Justin Watson,26.0,KAN,WR,17.0,5.0,34.0,15.0,315.0,21.0,2.0,12.0,44.1,67.0,0.9,18.5,44.1,9.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,21.0,315.0,2.0,0.0,
214.0,DeeJay Dallas,24.0,SEA,RB,15.0,0.0,19.0,17.0,126.0,7.4,0.0,5.0,57.9,41.0,1.1,8.4,89.5,6.6,35.0,186.0,0.0,9.0,54.3,27.0,5.3,12.4,2.3,52.0,6.0,312.0,0.0,1.0,
215.0,Jelani Woods,24.0,IND,TE,15.0,2.0,40.0,25.0,312.0,12.5,3.0,16.0,45.0,36.0,1.7,20.8,62.5,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,12.5,312.0,3.0,1.0,
216.0,Kylen Granson,24.0,IND,TE,13.0,4.0,40.0,31.0,302.0,9.7,0.0,17.0,52.5,32.0,2.4,23.2,77.5,7.6,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,32.0,9.4,302.0,0.0,1.0,
217.0,Mark Ingram,33.0,NOR,RB,10.0,3.0,18.0,16.0,68.0,4.3,0.0,2.0,33.3,11.0,1.6,6.8,88.9,3.8,62.0,233.0,1.0,12.0,46.8,14.0,3.8,23.3,6.2,78.0,3.9,301.0,1.0,2.0,
218.0,Noah Gray,23.0,KAN,TE,17.0,8.0,34.0,28.0,299.0,10.7,1.0,14.0,64.7,27.0,1.6,17.6,82.4,8.8,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,29.0,10.3,300.0,2.0,0.0,
219.0,Shi Smith,24.0,CAR,WR,17.0,6.0,41.0,22.0,296.0,13.5,2.0,14.0,41.5,38.0,1.3,17.4,53.7,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,22.0,13.5,296.0,2.0,4.0,
220.0,Trevor Lawrence,23.0,JAX,QB,17.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,62.0,291.0,5.0,27.0,59.7,24.0,4.7,17.1,3.6,62.0,4.7,291.0,5.0,12.0,"PB,AP MVP-7,AP CPoY-12"
221.0,Elijah Mitchell,24.0,SFO,RB,5.0,1.0,4.0,3.0,7.0,2.3,0.0,0.0,50.0,5.0,0.6,1.4,75.0,1.8,45.0,279.0,2.0,15.0,71.1,37.0,6.2,55.8,9.0,48.0,6.0,286.0,2.0,0.0,
222.0,Rashod Bateman,23.0,BAL,WR,6.0,5.0,28.0,15.0,285.0,19.0,2.0,7.0,42.9,75.0,2.5,47.5,53.6,10.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,19.0,285.0,2.0,1.0,
223.0,Rex Burkhead,32.0,HOU,RB,16.0,0.0,51.0,37.0,204.0,5.5,1.0,8.0,29.4,17.0,2.3,12.8,72.5,4.0,26.0,80.0,0.0,4.0,53.8,9.0,3.1,5.0,1.6,63.0,4.5,284.0,1.0,0.0,
224.0,Dante Pettis,27.0,CHI,WR,17.0,7.0,41.0,19.0,245.0,12.9,3.0,9.0,31.7,51.0,1.1,14.4,46.3,6.0,2.0,37.0,0.0,2.0,100.0,29.0,18.5,2.2,0.1,21.0,13.4,282.0,3.0,1.0,
225.0,Robbie Chosen,29.0,2TM,WR,16.0,7.0,44.0,20.0,282.0,14.1,1.0,10.0,34.1,75.0,1.3,17.6,45.5,6.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,14.1,282.0,1.0,1.0,
225.0,Robbie Chosen,29.0,CAR,WR,6.0,5.0,27.0,13.0,206.0,15.8,1.0,5.0,33.3,75.0,2.2,34.3,48.1,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,15.8,206.0,1.0,1.0,
225.0,Robbie Chosen,29.0,ARI,WR,10.0,2.0,17.0,7.0,76.0,10.9,0.0,5.0,35.3,21.0,0.7,7.6,41.2,4.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,10.9,76.0,0.0,0.0,
226.0,Javonte Williams,22.0,DEN,RB,4.0,4.0,22.0,16.0,76.0,4.8,0.0,4.0,31.8,13.0,4.0,19.0,72.7,3.5,47.0,204.0,0.0,9.0,48.9,17.0,4.3,51.0,11.8,63.0,4.4,280.0,0.0,1.0,
227.0,Tre'Quan Smith,26.0,NOR,WR,15.0,6.0,27.0,19.0,278.0,14.6,1.0,14.0,66.7,48.0,1.3,18.5,70.4,10.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,14.6,278.0,1.0,0.0,
228.0,Russell Wilson,34.0,DEN,QB,15.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.1,100.0,1.0,55.0,277.0,3.0,21.0,50.9,19.0,5.0,18.5,3.7,56.0,5.0,278.0,3.0,6.0,
229.0,Skyy Moore,22.0,KAN,WR,16.0,3.0,33.0,22.0,250.0,11.4,0.0,13.0,63.6,30.0,1.4,15.6,66.7,7.6,3.0,24.0,0.0,1.0,66.7,12.0,8.0,1.5,0.2,25.0,11.0,274.0,0.0,3.0,
230.0,Nyheim Hines,26.0,2TM,RB,16.0,5.0,37.0,30.0,241.0,8.0,1.0,11.0,56.8,22.0,1.9,15.1,81.1,6.5,24.0,33.0,1.0,2.0,20.8,9.0,1.4,2.1,1.5,54.0,5.1,274.0,2.0,2.0,
230.0,Nyheim Hines,26.0,IND,RB,7.0,4.0,28.0,25.0,188.0,7.5,0.0,8.0,57.1,22.0,3.6,26.9,89.3,6.7,18.0,36.0,1.0,2.0,22.2,9.0,2.0,5.1,2.6,43.0,5.2,224.0,1.0,1.0,
230.0,Nyheim Hines,26.0,BUF,RB,9.0,1.0,9.0,5.0,53.0,10.6,1.0,3.0,55.6,21.0,0.6,5.9,55.6,5.9,6.0,-3.0,0.0,0.0,16.7,3.0,-0.5,-0.3,0.7,11.0,4.5,50.0,1.0,1.0,
231.0,Jamal Agnew,27.0,JAX,WR,15.0,0.0,30.0,23.0,187.0,8.1,3.0,9.0,53.3,24.0,1.5,12.5,76.7,6.2,12.0,86.0,0.0,6.0,66.7,30.0,7.2,5.7,0.8,35.0,7.8,273.0,3.0,0.0,PB
232.0,Jarvis Landry,30.0,NOR,WR,9.0,3.0,39.0,25.0,272.0,10.9,1.0,12.0,48.7,40.0,2.8,30.2,64.1,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,10.9,272.0,1.0,1.0,
233.0,Justin Jackson,26.0,DET,RB,16.0,0.0,19.0,12.0,101.0,8.4,1.0,7.0,52.6,15.0,0.8,6.3,63.2,5.3,42.0,170.0,1.0,8.0,45.2,27.0,4.0,10.6,2.6,54.0,5.0,271.0,2.0,0.0,
234.0,Daniel Bellinger,22.0,NYG,TE,12.0,11.0,35.0,30.0,268.0,8.9,2.0,14.0,68.6,24.0,2.5,22.3,85.7,7.7,1.0,2.0,1.0,1.0,100.0,2.0,2.0,0.2,0.1,31.0,8.7,270.0,3.0,1.0,
235.0,Damiere Byrd,29.0,ATL,WR,14.0,4.0,23.0,13.0,268.0,20.6,2.0,9.0,47.8,75.0,0.9,19.1,56.5,11.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,20.6,268.0,2.0,0.0,
236.0,J.D. McKissic,29.0,WAS,RB,8.0,0.0,40.0,27.0,173.0,6.4,0.0,7.0,42.5,14.0,3.4,21.6,67.5,4.3,22.0,95.0,0.0,5.0,40.9,33.0,4.3,11.9,2.8,49.0,5.5,268.0,0.0,0.0,
237.0,Trey McBride,23.0,ARI,TE,16.0,13.0,39.0,29.0,265.0,9.1,1.0,12.0,46.2,29.0,1.8,16.6,74.4,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,29.0,9.1,265.0,1.0,1.0,
238.0,Tyquan Thornton,22.0,NWE,WR,13.0,9.0,45.0,22.0,247.0,11.2,2.0,13.0,40.0,29.0,1.7,19.0,48.9,5.5,3.0,16.0,1.0,1.0,33.3,19.0,5.3,1.2,0.2,25.0,10.5,263.0,3.0,0.0,
239.0,Jordan Mason,23.0,SFO,RB,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,43.0,258.0,1.0,10.0,58.1,55.0,6.0,16.1,2.7,43.0,6.0,258.0,1.0,0.0,
240.0,Joe Burrow,26.0,CIN,QB,16.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,75.0,257.0,5.0,28.0,49.3,23.0,3.4,16.1,4.7,75.0,3.4,257.0,5.0,6.0,"PB,AP MVP-4,AP OPoY-9"
241.0,Phillip Dorsett,29.0,HOU,WR,15.0,4.0,40.0,20.0,257.0,12.9,1.0,11.0,42.5,34.0,1.3,17.1,50.0,6.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,12.9,257.0,1.0,0.0,
242.0,Kadarius Toney,23.0,2TM,WR,9.0,4.0,20.0,16.0,171.0,10.7,2.0,8.0,55.0,38.0,1.8,19.0,80.0,8.6,7.0,82.0,1.0,5.0,85.7,32.0,11.7,9.1,0.8,23.0,11.0,253.0,3.0,1.0,
242.0,Kadarius Toney,23.0,NYG,WR,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,66.7,0.0,2.0,23.0,0.0,1.0,100.0,19.0,11.5,11.5,1.0,4.0,5.8,23.0,0.0,0.0,
242.0,Kadarius Toney,23.0,KAN,WR,7.0,3.0,17.0,14.0,171.0,12.2,2.0,8.0,64.7,38.0,2.0,24.4,82.4,10.1,5.0,59.0,1.0,4.0,80.0,32.0,11.8,8.4,0.7,19.0,12.1,230.0,3.0,1.0,
243.0,Jonnu Smith,27.0,NWE,TE,14.0,8.0,38.0,27.0,245.0,9.1,0.0,9.0,47.4,53.0,1.9,17.5,71.1,6.4,1.0,5.0,0.0,1.0,100.0,5.0,5.0,0.4,0.1,28.0,8.9,250.0,0.0,1.0,
244.0,Ty Johnson,25.0,NYJ,RB,17.0,1.0,24.0,12.0,88.0,7.3,0.0,3.0,25.0,16.0,0.7,5.2,50.0,3.7,30.0,160.0,1.0,5.0,36.7,32.0,5.3,9.4,1.8,42.0,5.9,248.0,1.0,0.0,
245.0,Harrison Bryant,24.0,CLE,TE,17.0,9.0,42.0,31.0,239.0,7.7,1.0,12.0,52.4,30.0,1.8,14.1,73.8,5.7,1.0,8.0,0.0,1.0,100.0,8.0,8.0,0.5,0.1,32.0,7.7,247.0,1.0,0.0,
246.0,Jacoby Brissett,30.0,CLE,QB,16.0,11.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,49.0,243.0,2.0,28.0,65.3,22.0,5.0,15.2,3.1,49.0,5.0,243.0,2.0,6.0,
247.0,Trenton Irwin,27.0,CIN,WR,9.0,2.0,23.0,15.0,231.0,15.4,4.0,12.0,65.2,45.0,1.7,25.7,65.2,10.0,1.0,11.0,0.0,1.0,100.0,11.0,11.0,1.2,0.1,16.0,15.1,242.0,4.0,0.0,
248.0,Kenny Pickett,24.0,PIT,QB,13.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,55.0,237.0,3.0,23.0,60.0,23.0,4.3,18.2,4.2,55.0,4.3,237.0,3.0,4.0,AP ORoY-6
249.0,Braxton Berrios,27.0,NYJ,WR,17.0,2.0,32.0,18.0,145.0,8.1,0.0,8.0,34.4,25.0,1.1,8.5,56.3,4.5,9.0,91.0,2.0,5.0,55.6,25.0,10.1,5.4,0.5,27.0,8.7,236.0,2.0,1.0,
250.0,A.J. Green,34.0,ARI,WR,15.0,10.0,47.0,24.0,236.0,9.8,2.0,11.0,36.2,77.0,1.6,15.7,51.1,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,24.0,9.8,236.0,2.0,0.0,
251.0,Brandon Powell,27.0,LAR,WR,17.0,6.0,32.0,24.0,156.0,6.5,0.0,7.0,40.6,16.0,1.4,9.2,75.0,4.9,17.0,80.0,0.0,6.0,47.1,20.0,4.7,4.7,1.0,41.0,5.8,236.0,0.0,1.0,
252.0,Boston Scott,27.0,PHI,RB,15.0,2.0,6.0,5.0,15.0,3.0,0.0,0.0,16.7,5.0,0.3,1.0,83.3,2.5,54.0,217.0,3.0,12.0,46.3,21.0,4.0,14.5,3.6,59.0,3.9,232.0,3.0,0.0,
253.0,C.J. Uzomah,29.0,NYJ,TE,15.0,13.0,27.0,21.0,232.0,11.0,2.0,10.0,51.9,40.0,1.4,15.5,77.8,8.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,21.0,11.0,232.0,2.0,0.0,
254.0,Ameer Abdullah,29.0,LVR,RB,17.0,0.0,32.0,25.0,211.0,8.4,1.0,8.0,34.4,23.0,1.5,12.4,78.1,6.6,4.0,20.0,0.0,2.0,75.0,7.0,5.0,1.2,0.2,29.0,8.0,231.0,1.0,0.0,
255.0,Travis Homer,24.0,SEA,RB,10.0,1.0,18.0,16.0,157.0,9.8,1.0,7.0,50.0,27.0,1.6,15.7,88.9,8.7,19.0,74.0,0.0,4.0,47.4,16.0,3.9,7.4,1.9,35.0,6.6,231.0,1.0,1.0,
256.0,Dare Ogunbowale,28.0,HOU,RB,17.0,4.0,26.0,20.0,104.0,5.2,0.0,5.0,34.6,23.0,1.2,6.1,76.9,4.0,42.0,123.0,1.0,10.0,42.9,11.0,2.9,7.2,2.5,62.0,3.7,227.0,1.0,0.0,
257.0,Kyle Juszczyk,31.0,SFO,FB,16.0,12.0,23.0,19.0,200.0,10.5,1.0,9.0,56.5,35.0,1.2,12.5,82.6,8.7,7.0,26.0,1.0,5.0,71.4,9.0,3.7,1.6,0.4,26.0,8.7,226.0,2.0,0.0,PB
258.0,Wan'Dale Robinson,21.0,NYG,WR,6.0,3.0,31.0,23.0,227.0,9.9,1.0,13.0,61.3,19.0,3.8,37.8,74.2,7.3,2.0,-1.0,0.0,0.0,50.0,4.0,-0.5,-0.2,0.3,25.0,9.0,226.0,1.0,0.0,
259.0,Malik Davis,24.0,DAL,RB,12.0,0.0,7.0,6.0,63.0,10.5,0.0,5.0,85.7,18.0,0.5,5.3,85.7,9.0,38.0,161.0,1.0,6.0,39.5,23.0,4.2,13.4,3.2,44.0,5.1,224.0,1.0,0.0,
260.0,Craig Reynolds,26.0,DET,RB,9.0,0.0,10.0,9.0,116.0,12.9,0.0,5.0,70.0,36.0,1.0,12.9,90.0,11.6,23.0,102.0,0.0,4.0,39.1,21.0,4.4,11.3,2.6,32.0,6.8,218.0,0.0,0.0,
261.0,Brock Wright,24.0,DET,TE,17.0,10.0,24.0,18.0,216.0,12.0,4.0,13.0,62.5,51.0,1.1,12.7,75.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,12.0,216.0,4.0,0.0,
262.0,Ashton Dulin,25.0,IND,WR,12.0,2.0,22.0,15.0,207.0,13.8,1.0,12.0,63.6,39.0,1.3,17.3,68.2,9.4,2.0,8.0,0.0,1.0,50.0,5.0,4.0,0.7,0.2,17.0,12.6,215.0,1.0,0.0,
263.0,Kyren Williams,22.0,LAR,RB,10.0,0.0,12.0,9.0,76.0,8.4,0.0,5.0,58.3,15.0,0.9,7.6,75.0,6.3,35.0,139.0,0.0,6.0,42.9,17.0,4.0,13.9,3.5,44.0,4.9,215.0,0.0,0.0,
264.0,David Bell,22.0,CLE,WR,16.0,3.0,35.0,24.0,214.0,8.9,0.0,7.0,40.0,20.0,1.5,13.4,68.6,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,24.0,8.9,214.0,0.0,0.0,
265.0,Amari Rodgers,23.0,2TM,WR,16.0,1.0,25.0,16.0,204.0,12.8,1.0,12.0,48.0,37.0,1.0,12.8,64.0,8.2,2.0,7.0,0.0,0.0,50.0,4.0,3.5,0.4,0.1,18.0,11.7,211.0,1.0,6.0,
265.0,Amari Rodgers,23.0,GNB,WR,10.0,0.0,8.0,4.0,50.0,12.5,0.0,3.0,37.5,22.0,0.4,5.0,50.0,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,12.5,50.0,0.0,5.0,
265.0,Amari Rodgers,23.0,HOU,WR,6.0,1.0,17.0,12.0,154.0,12.8,1.0,9.0,52.9,37.0,2.0,25.7,70.6,9.1,2.0,7.0,0.0,0.0,50.0,4.0,3.5,1.2,0.3,14.0,11.5,161.0,1.0,1.0,
266.0,Velus Jones Jr.,25.0,CHI,WR,12.0,2.0,14.0,7.0,107.0,15.3,1.0,4.0,28.6,44.0,0.6,8.9,50.0,7.6,9.0,103.0,1.0,5.0,66.7,42.0,11.4,8.6,0.8,16.0,13.1,210.0,2.0,3.0,
267.0,Adam Trautman,25.0,NOR,TE,15.0,12.0,22.0,18.0,207.0,11.5,1.0,9.0,59.1,22.0,1.2,13.8,81.8,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,18.0,11.5,207.0,1.0,0.0,
268.0,KhaDarel Hodge,27.0,ATL,WR,17.0,1.0,20.0,13.0,202.0,15.5,1.0,7.0,55.0,39.0,0.8,11.9,65.0,10.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,15.5,202.0,1.0,0.0,
269.0,Mike Boone,27.0,DEN,RB,9.0,0.0,15.0,9.0,96.0,10.7,0.0,2.0,13.3,34.0,1.0,10.7,60.0,6.4,24.0,102.0,0.0,6.0,33.3,18.0,4.3,11.3,2.7,33.0,6.0,198.0,0.0,0.0,
270.0,Ian Thomas,26.0,CAR,TE,17.0,17.0,30.0,21.0,197.0,9.4,0.0,8.0,53.3,50.0,1.2,11.6,70.0,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,21.0,9.4,197.0,0.0,0.0,
