Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA,week,year,game_id
4.0,4:35,1.0,10.0,MIN 47,22.0,27.0,James Robinson left end for no gain (tackle by Eric Kendricks),2.46,1.91,13.0,2022,185
4.0,3:59,2.0,10.0,MIN 47,22.0,27.0,Mike White pass incomplete deep right intended for Elijah Moore,1.91,1.22,13.0,2022,185
4.0,3:52,3.0,10.0,MIN 47,22.0,27.0,Mike White pass incomplete short left intended for Tyler Conklin (defended by Danielle Hunter),1.22,0.13,13.0,2022,185
4.0,3:48,4.0,10.0,MIN 47,22.0,27.0,Mike White pass complete deep middle to Corey Davis for 31 yards (tackle by Camryn Bynum),0.13,4.51,13.0,2022,185
4.0,3:01,1.0,10.0,MIN 16,22.0,27.0,Mike White pass complete short right to Zonovan Knight for 7 yards (tackle by Harrison Phillips and Harrison Smith),4.51,5.03,13.0,2022,185
4.0,2:16,2.0,4.0,MIN 9,22.0,27.0,Mike White pass complete short right to Corey Davis for 5 yards (tackle by Jordan Hicks and Duke Shelley),5.03,6.28,13.0,2022,185
4.0,2:00,1.0,4.0,MIN 4,22.0,27.0,Zonovan Knight up the middle for 3 yards (tackle by Harrison Smith and Camryn Bynum),6.28,5.91,13.0,2022,185
4.0,1:54,,,,,,Timeout #1 by Minnesota Vikings,,,13.0,2022,185
4.0,1:54,2.0,1.0,MIN 1,22.0,27.0,Zonovan Knight up the middle for no gain (tackle by Khyiris Tonga and Duke Shelley),5.91,5.17,13.0,2022,185
4.0,1:50,,,,,,Timeout #2 by Minnesota Vikings,,,13.0,2022,185
4.0,1:50,3.0,1.0,MIN 1,22.0,27.0,Mike White pass incomplete short right intended for Garrett Wilson,5.17,3.55,13.0,2022,185
4.0,1:46,4.0,1.0,MIN 1,22.0,27.0,Mike White pass incomplete short middle intended for Braxton Berrios (defended by Jordan Hicks),3.55,0.38,13.0,2022,185
4.0,1:43,1.0,10.0,MIN 2,22.0,27.0,Dalvin Cook up the middle for no gain (tackle by Micheal Clemons and Kwon Alexander),-0.38,-0.78,13.0,2022,185
4.0,1:39,,,,,,Timeout #1 by New York Jets,,,13.0,2022,185
4.0,1:39,2.0,10.0,MIN 2,22.0,27.0,Dalvin Cook right guard for 3 yards (tackle by Jordan Whitehead and Quinnen Williams),-0.78,-1.07,13.0,2022,185
4.0,1:35,,,,,,Timeout #2 by New York Jets,,,13.0,2022,185
4.0,1:35,3.0,7.0,MIN 5,22.0,27.0,Dalvin Cook left end for -2 yards (tackle by Kwon Alexander),-1.07,-2.49,13.0,2022,185
4.0,1:30,,,,,,Timeout #3 by New York Jets,,,13.0,2022,185
4.0,1:30,4.0,9.0,MIN 3,22.0,27.0,"Ryan Wright punts 48 yards, returned by Braxton Berrios for 8 yards (tackle by Josh Metellus)",-2.49,-2.72,13.0,2022,185
4.0,1:19,1.0,10.0,MIN 43,22.0,27.0,Mike White pass complete short left to Ty Johnson for 6 yards (tackle by Eric Kendricks and Duke Shelley),2.72,2.99,13.0,2022,185
4.0,0:57,2.0,4.0,MIN 37,22.0,27.0,Mike White pass complete deep left to Garrett Wilson for 18 yards (tackle by Harrison Smith),2.99,4.31,13.0,2022,185
4.0,0:33,1.0,10.0,MIN 19,22.0,27.0,Mike White pass incomplete short right,4.31,3.75,13.0,2022,185
4.0,0:27,2.0,10.0,MIN 19,22.0,27.0,Mike White pass incomplete short left intended for Garrett Wilson (defended by Harrison Smith),3.75,3.03,13.0,2022,185
4.0,0:23,3.0,10.0,MIN 19,22.0,27.0,Mike White pass incomplete short right intended for Elijah Moore,3.03,2.18,13.0,2022,185
4.0,0:16,4.0,10.0,MIN 19,22.0,27.0,Mike White pass deep middle intended for Corey Davis is intercepted by Camryn Bynum at MIN-1 and returned for 5 yards,2.18,0.38,13.0,2022,185
4.0,0:10,1.0,10.0,MIN 6,22.0,27.0,Kirk Cousins kneels for -1 yards,-0.38,-0.85,13.0,2022,185
