Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA,week,year,game_id
4.0,1:40,3.0,1.0,NOR 42,24.0,26.0,"Marcus Mariota aborted snap, recovered by Marcus Mariota at NO-42 Marcus Mariota for no gain (tackle by Demario Davis)",2.15,0.46,1.0,2022,2
4.0,0:54,4.0,1.0,NOR 42,24.0,26.0,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",0.46,0.13,1.0,2022,2
4.0,0:54,4.0,6.0,NOR 47,24.0,26.0,"Bradley Pinion punts 37 yards, fair catch by Deonte Harty at NO-10. Penalty on Liam McCullough: Offensive Holding, 10 yards (accepted)",0.13,-0.28,1.0,2022,2
4.0,0:48,1.0,10.0,NOR 20,24.0,26.0,Jameis Winston pass complete deep left to Jarvis Landry for 40 yards (tackle by Richie Grant),0.28,2.92,1.0,2022,2
4.0,0:38,1.0,10.0,ATL 40,24.0,26.0,"Jameis Winston spiked the ball. Penalty on Jameis Winston: Intentional Grounding, 10 yards (accepted)",2.92,1.02,1.0,2022,2
4.0,0:38,2.0,20.0,ATL 50,24.0,26.0,Jameis Winston pass complete deep middle to Juwan Johnson for 17 yards (tackle by Jaylinn Hawkins),1.02,2.61,1.0,2022,2
4.0,0:24,3.0,3.0,ATL 33,24.0,26.0,Jameis Winston spiked the ball,2.61,1.19,1.0,2022,2
4.0,0:23,4.0,3.0,ATL 33,27.0,26.0,Wil Lutz 51 yard field goal good,1.19,3.0,1.0,2022,2
4.0,0:19,,,NOR 35,27.0,26.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
4.0,0:19,1.0,10.0,ATL 25,27.0,26.0,Marcus Mariota pass incomplete deep middle intended for Kyle Pitts,0.61,0.06,1.0,2022,2
4.0,0:14,2.0,10.0,ATL 25,27.0,26.0,Marcus Mariota pass incomplete short middle intended for Kyle Pitts,0.06,-0.62,1.0,2022,2
4.0,0:10,,,,,,Timeout #1 by Atlanta Falcons,,,1.0,2022,2
4.0,0:10,3.0,10.0,ATL 25,27.0,26.0,Marcus Mariota pass complete short left to Cordarrelle Patterson for 10 yards (tackle by Demario Davis),-0.62,1.27,1.0,2022,2
4.0,0:06,,,,,,Timeout #2 by Atlanta Falcons,,,1.0,2022,2
4.0,0:06,1.0,10.0,ATL 35,27.0,26.0,"Marcus Mariota pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Tyrann Mathieu). Penalty on Marshon Lattimore: Unnecessary Roughness / Defense, 15 yards (accepted)",1.27,2.59,1.0,2022,2
4.0,0:02,,,,,,Timeout #3 by Atlanta Falcons,,,1.0,2022,2
4.0,0:02,1.0,10.0,NOR 45,27.0,26.0,Younghoe Koo 63 yard field goal no good blocked by Payton Turner (tackle by Zack Baun and J.T. Gray),2.59,2.39,1.0,2022,2
