Quarter,Time,Down,ToGo,Location,JAX,WAS,Detail,EPB,EPA,week,year,game_id
4.0,1:46,,,JAX 2,22.0,28.0,Two Point Attempt: Carson Wentz pass complete to to J.D. McKissic for no gain,1.0,1.0,1.0,2022,8
4.0,1:46,,,WAS 35,22.0,28.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,8
4.0,1:46,1.0,10.0,JAX 25,22.0,28.0,Trevor Lawrence pass complete short right to Marvin Jones for 8 yards (tackle by William Jackson),0.61,1.14,1.0,2022,8
4.0,1:34,,,,,,Timeout #3 by Washington Commanders,,,1.0,2022,8
4.0,1:34,2.0,2.0,JAX 33,22.0,28.0,"Trevor Lawrence pass incomplete short middle intended for Evan Engram. Penalty on Bobby McCain: Defensive Pass Interference, 12 yards (accepted) (no play)",1.14,1.93,1.0,2022,8
4.0,1:30,1.0,10.0,JAX 45,22.0,28.0,"Penalty on Walker Little: False Start, 5 yards (accepted) (no play)",1.93,1.6,1.0,2022,8
4.0,1:30,1.0,15.0,JAX 40,22.0,28.0,Trevor Lawrence pass incomplete short left,1.6,0.71,1.0,2022,8
4.0,1:25,2.0,15.0,JAX 40,22.0,28.0,Trevor Lawrence pass complete short left to Christian Kirk for 4 yards (tackle by Benjamin St-Juste),0.71,0.56,1.0,2022,8
4.0,1:19,3.0,11.0,JAX 44,22.0,28.0,Trevor Lawrence pass deep left intended for Christian Kirk is intercepted by Darrick Forrest at WAS-25 and returned for 1 yard (tackle by Evan Engram),0.56,-0.67,1.0,2022,8
4.0,1:10,1.0,10.0,WAS 26,22.0,28.0,Antonio Gibson right tackle for 5 yards (tackle by Foyesade Oluokun),0.67,0.81,1.0,2022,8
4.0,1:06,,,,,,Timeout #2 by Jacksonville Jaguars,,,1.0,2022,8
4.0,1:06,2.0,5.0,WAS 31,22.0,28.0,Antonio Gibson right tackle for 2 yards (tackle by DaVon Hamilton and Roy Robertson-Harris),0.81,0.37,1.0,2022,8
4.0,1:00,,,,,,Timeout #3 by Jacksonville Jaguars,,,1.0,2022,8
4.0,1:00,3.0,3.0,WAS 33,22.0,28.0,"Penalty on Folorunso Fatukasi: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.37,1.47,1.0,2022,8
4.0,1:00,1.0,10.0,WAS 38,22.0,28.0,Carson Wentz kneels for no gain,1.47,0.92,1.0,2022,8
4.0,0:37,2.0,10.0,WAS 38,22.0,28.0,Carson Wentz kneels for -1 yards,0.92,0.1,1.0,2022,8
