Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA,week,year,game_id
4.0,1:50,2.0,8.0,HOU 40,20.0,23.0,Joe Mixon up the middle for no gain (tackle by Zaire Franklin),1.19,0.5,8.0,2024,113
4.0,1:47,,,,,,Timeout #3 by Indianapolis Colts,,,8.0,2024,113
4.0,1:47,3.0,8.0,HOU 40,20.0,23.0,Joe Mixon up the middle for 1 yard (tackle by E.J. Speed),0.5,-0.65,8.0,2024,113
4.0,1:02,,,,,,Timeout #1 by Houston Texans,,,8.0,2024,113
4.0,1:02,4.0,7.0,HOU 41,20.0,23.0,"Tommy Townsend punts 41 yards, returned by Josh Downs for no gain (tackle by Cade Stover). Penalty on Kelvin Joseph: Illegal Block Above the Waist, 9 yards (accepted)",-0.65,0.38,8.0,2024,113
4.0,0:54,1.0,10.0,IND 9,20.0,23.0,Anthony Richardson scrambles right end for 26 yards (tackle by Derek Stingley),-0.38,1.27,8.0,2024,113
4.0,0:35,1.0,10.0,IND 35,20.0,23.0,Anthony Richardson pass incomplete short middle intended for Will Mallory,1.27,0.72,8.0,2024,113
4.0,0:22,2.0,10.0,IND 35,20.0,23.0,Anthony Richardson pass incomplete short right intended for Alec Pierce,0.72,0.04,8.0,2024,113
4.0,0:17,3.0,10.0,IND 35,20.0,23.0,Anthony Richardson pass incomplete deep middle intended for Josh Downs (defended by Neville Hewitt),0.04,-1.04,8.0,2024,113
4.0,0:14,4.0,10.0,IND 35,20.0,23.0,Anthony Richardson pass complete short middle to Trey Sermon for 14 yards (tackle by Eric Murray),-1.04,2.19,8.0,2024,113
4.0,0:02,1.0,10.0,IND 49,20.0,23.0,Anthony Richardson spiked the ball,2.19,1.65,8.0,2024,113
4.0,0:02,,,,,,Timeout #2 by Houston Texans,,,8.0,2024,113
4.0,0:02,2.0,10.0,IND 49,20.0,23.0,"Anthony Richardson sacked by Danielle Hunter for -12 yards. Anthony Richardson fumbles (forced by Neville Hewitt) (tackle by Danielle Hunter), recovered by Will Anderson at IND-24",1.65,0.0,8.0,2024,113
