Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA,week,year,game_id
4.0,3:22,,,,,,Timeout #2 by Dallas Cowboys,,,8.0,2024,122
4.0,3:22,3.0,10.0,SFO 30,24.0,30.0,Brock Purdy pass complete short middle to Kyle Juszczyk for 6 yards (tackle by Malik Hooker and Eric Kendricks),-0.3,-0.98,8.0,2024,122
4.0,3:15,,,,,,Timeout #3 by Dallas Cowboys,,,8.0,2024,122
4.0,3:15,4.0,4.0,SFO 36,24.0,30.0,Mitch Wishnowsky punts 39 yards downed by Chris Conley,-0.98,-0.61,8.0,2024,122
4.0,3:05,1.0,10.0,DAL 25,24.0,30.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb (defended by Fred Warner),0.61,0.06,8.0,2024,122
4.0,3:00,2.0,10.0,DAL 25,24.0,30.0,Dak Prescott pass incomplete short right,0.06,-0.62,8.0,2024,122
4.0,2:55,3.0,10.0,DAL 25,24.0,30.0,Dak Prescott pass incomplete deep left intended for KaVontae Turpin,-0.62,-1.7,8.0,2024,122
4.0,2:49,4.0,10.0,DAL 25,24.0,30.0,Dak Prescott pass incomplete deep right intended for Jalen Brooks,-1.7,-3.91,8.0,2024,122
4.0,2:43,1.0,10.0,DAL 25,24.0,30.0,Isaac Guerendo right guard for 4 yards (tackle by Jourdan Lewis and Eric Kendricks),3.91,3.9,8.0,2024,122
4.0,2:00,2.0,6.0,DAL 21,24.0,30.0,Isaac Guerendo right guard for 4 yards (tackle by Trevon Diggs),3.9,3.85,8.0,2024,122
4.0,1:17,3.0,2.0,DAL 17,24.0,30.0,Isaac Guerendo left end for 14 yards (tackle by Markquese Bell),3.85,6.51,8.0,2024,122
4.0,0:31,1.0,3.0,DAL 3,24.0,30.0,Brock Purdy kneels for -1 yards,6.51,5.34,8.0,2024,122
