Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA,week,year,game_id
4.0,1:26,4.0,10.0,NYJ 45,15.0,10.0,Zach Wilson pass complete short right to Tyler Conklin for 2 yards (tackle by Kyle Dugger),-0.39,-2.52,3.0,2023,42
4.0,1:19,1.0,10.0,NYJ 46,15.0,10.0,Rhamondre Stevenson left end for 4 yards (tackle by Adrian Amos),2.52,2.52,3.0,2023,42
4.0,1:13,,,,,,Timeout #2 by New York Jets,,,3.0,2023,42
4.0,1:13,2.0,6.0,NYJ 42,15.0,10.0,Rhamondre Stevenson up the middle for 2 yards (tackle by Adrian Amos),2.52,2.08,3.0,2023,42
4.0,1:08,,,,,,Timeout #3 by New York Jets,,,3.0,2023,42
4.0,1:08,3.0,4.0,NYJ 40,15.0,10.0,Rhamondre Stevenson up the middle for 1 yard (tackle by Micheal Clemons),2.08,0.66,3.0,2023,42
4.0,0:22,,,,,,Timeout #2 by New England Patriots,,,3.0,2023,42
4.0,0:22,4.0,3.0,NYJ 39,15.0,10.0,Bryce Baringer punts 22 yards out of bounds,0.66,0.06,3.0,2023,42
4.0,0:16,1.0,10.0,NYJ 17,15.0,10.0,Zach Wilson pass complete deep left to Garrett Wilson for 29 yards (tackle by Adrian Phillips),-0.06,1.99,3.0,2023,42
4.0,0:02,1.0,10.0,NYJ 46,15.0,10.0,Zach Wilson spiked the ball,1.99,1.38,3.0,2023,42
4.0,0:01,,,,,,Timeout #3 by New England Patriots,,,3.0,2023,42
4.0,0:01,2.0,10.0,NYJ 45,15.0,10.0,Zach Wilson pass incomplete deep middle (defended by Kyle Dugger),1.38,0.7,3.0,2023,42
