Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA,week,year,game_id
4.0,2:35,2.0,5.0,NOR 30,17.0,18.0,Jameis Winston pass complete deep right to Chris Olave for 28 yards (tackle by Corey Ballentine),0.74,2.79,3.0,2023,39
4.0,2:27,1.0,10.0,GNB 42,17.0,18.0,Jameis Winston pass incomplete short right intended for Juwan Johnson (defended by Rudy Ford),2.79,2.24,3.0,2023,39
4.0,2:23,2.0,10.0,GNB 42,17.0,18.0,Jameis Winston pass complete short left to Chris Olave for 10 yards (tackle by Corey Ballentine),2.24,3.45,3.0,2023,39
4.0,2:00,1.0,10.0,GNB 32,17.0,18.0,Taysom Hill right tackle for 2 yards (tackle by Devonte Wyatt and Preston Smith),3.45,3.17,3.0,2023,39
4.0,1:16,2.0,8.0,GNB 30,17.0,18.0,Jameis Winston pass incomplete short middle intended for Chris Olave,3.17,2.48,3.0,2023,39
4.0,1:15,,,,,,Timeout #2 by New Orleans Saints,,,3.0,2023,39
4.0,1:15,3.0,8.0,GNB 30,17.0,18.0,Jameis Winston pass complete short left to Michael Thomas for 2 yards (tackle by Darnell Savage),2.48,1.72,3.0,2023,39
4.0,1:08,,,,,,Timeout #1 by Green Bay Packers,,,3.0,2023,39
4.0,1:08,4.0,5.0,GNB 27,17.0,18.0,Blake Grupe 46 yard field goal no good,1.72,-1.33,3.0,2023,39
4.0,1:05,1.0,10.0,GNB 36,17.0,18.0,Jordan Love kneels for -1 yards,1.33,0.66,3.0,2023,39
4.0,1:04,,,,,,Timeout #3 by New Orleans Saints,,,3.0,2023,39
4.0,1:04,2.0,11.0,GNB 35,17.0,18.0,Jordan Love kneels for -1 yards,0.66,-0.16,3.0,2023,39
4.0,0:23,3.0,12.0,GNB 34,17.0,18.0,Jordan Love kneels for -1 yards,-0.16,-1.18,3.0,2023,39
