Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA,week,year,game_id
4.0,2:01,2.0,2.0,JAX 20,31.0,21.0,Anthony Richardson pass complete short right to Kylen Granson for 7 yards,4.25,4.71,1.0,2023,4
4.0,1:59,1.0,10.0,JAX 13,31.0,21.0,Anthony Richardson pass incomplete short right intended for Alec Pierce (defended by Darious Williams),4.71,4.05,1.0,2023,4
4.0,1:55,2.0,10.0,JAX 13,31.0,21.0,Anthony Richardson pass incomplete short right intended for Josh Downs,4.05,3.12,1.0,2023,4
4.0,1:51,3.0,10.0,JAX 13,31.0,21.0,Anthony Richardson pass complete short middle to Michael Pittman for 5 yards (tackle by Foyesade Oluokun),3.12,2.97,1.0,2023,4
4.0,1:30,4.0,5.0,JAX 8,31.0,21.0,Anthony Richardson right guard for 5 yards (tackle by Josh Allen and Foyesade Oluokun),2.97,6.51,1.0,2023,4
4.0,1:08,1.0,3.0,JAX 3,31.0,21.0,Anthony Richardson right tackle for 2 yards (tackle by Josh Allen and Andre Cisco),6.51,5.91,1.0,2023,4
4.0,0:59,,,,,,Timeout #2 by Indianapolis Colts,,,1.0,2023,4
4.0,0:59,2.0,1.0,JAX 1,31.0,21.0,Gardner Minshew pass incomplete short left intended for Josh Downs,5.91,5.17,1.0,2023,4
4.0,0:55,3.0,1.0,JAX 1,31.0,21.0,Deon Jackson up the middle for no gain (tackle by Foyesade Oluokun),5.17,3.55,1.0,2023,4
4.0,0:52,,,,,,Timeout #3 by Indianapolis Colts,,,1.0,2023,4
4.0,0:52,4.0,1.0,JAX 1,31.0,21.0,Gardner Minshew pass incomplete short right intended for Michael Pittman (defended by Foyesade Oluokun),3.55,0.38,1.0,2023,4
4.0,0:45,1.0,10.0,JAX 1,31.0,21.0,Trevor Lawrence up the middle for 1 yard (tackle by Grover Stewart and DeForest Buckner),-0.38,-0.38,1.0,2023,4
4.0,0:26,1.0,10.0,JAX 2,31.0,21.0,Trevor Lawrence kneels for -1 yards,-0.38,-0.85,1.0,2023,4
