Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA,week,year,game_id
OT,9:12,1.0,10.0,IND 47,23.0,23.0,Jonathan Taylor up the middle for 6 yards (tackle by Andrew Wingard and Tyson Campbell),2.06,2.33,18.0,2024,262
OT,8:40,2.0,4.0,JAX 47,23.0,23.0,Jonathan Taylor left tackle for 11 yards (tackle by Andrew Wingard and Darnell Savage),2.33,3.18,18.0,2024,262
OT,8:13,1.0,10.0,JAX 36,23.0,23.0,Jonathan Taylor left tackle for 4 yards (tackle by Travon Walker and Jeremiah Ledbetter),3.18,3.18,18.0,2024,262
OT,7:35,2.0,6.0,JAX 32,23.0,23.0,Jonathan Taylor left guard for 7 yards (tackle by Jeremiah Ledbetter),3.18,3.91,18.0,2024,262
OT,6:55,1.0,10.0,JAX 25,23.0,23.0,Jonathan Taylor left end for 7 yards (tackle by Andrew Wingard),3.91,4.37,18.0,2024,262
OT,6:12,2.0,3.0,JAX 18,23.0,23.0,Jonathan Taylor left tackle for -2 yards (tackle by Devin Lloyd),4.37,3.34,18.0,2024,262
OT,5:33,3.0,5.0,JAX 20,23.0,23.0,Joe Flacco pass incomplete deep left intended for Josh Downs (defended by Jarrian Jones),3.34,2.17,18.0,2024,262
OT,5:27,4.0,5.0,JAX 20,23.0,26.0,Matt Gay 38 yard field goal good,2.17,3.0,18.0,2024,262
OT,5:23,,,IND 35,23.0,26.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,262
OT,5:23,1.0,10.0,JAX 30,23.0,26.0,Tank Bigsby up the middle for 1 yard (tackle by E.J. Speed),0.94,0.53,18.0,2024,262
OT,4:38,2.0,9.0,JAX 31,23.0,26.0,Mac Jones pass complete short left to Tank Bigsby for 3 yards (tackle by Kenny Moore and Jaylon Jones),0.53,0.23,18.0,2024,262
OT,4:02,3.0,6.0,JAX 34,23.0,26.0,Mac Jones sacked by Zaire Franklin for -16 yards,0.23,-2.24,18.0,2024,262
OT,3:20,,,,,,Timeout #1 by Jacksonville Jaguars,,,18.0,2024,262
OT,3:20,4.0,22.0,JAX 18,23.0,26.0,Mac Jones pass complete deep right to Brian Thomas for 20 yards (tackle by Samuel Womack),-2.24,0.0,18.0,2024,262
