Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA,week,year,game_id
4.0,1:41,1.0,10.0,WAS 42,16.0,19.0,"Penalty on Nick Allegretti: False Start, 5 yards (accepted)",1.73,1.4,18.0,2024,263
4.0,1:24,1.0,15.0,WAS 37,16.0,19.0,Austin Ekeler left end for no gain (tackle by Eric Kendricks),1.4,0.51,18.0,2024,263
4.0,1:15,2.0,15.0,WAS 37,16.0,19.0,Marcus Mariota pass complete short left to Terry McLaurin for 13 yards (tackle by DaRon Bland),0.51,1.55,18.0,2024,263
4.0,0:47,3.0,2.0,DAL 50,16.0,19.0,Marcus Mariota scrambles left end for 1 yard (tackle by Chauncey Golston and Eric Kendricks),1.55,0.0,18.0,2024,263
4.0,0:33,,,,,,Timeout #2 by Washington Commanders,,,18.0,2024,263
4.0,0:33,,,,,,Timeout #2 by Dallas Cowboys,,,18.0,2024,263
4.0,0:33,4.0,1.0,DAL 49,16.0,19.0,Marcus Mariota left tackle for 33 yards (tackle by Malik Hooker),0.0,4.51,18.0,2024,263
4.0,0:24,,,,,,Timeout #3 by Washington Commanders,,,18.0,2024,263
4.0,0:24,1.0,10.0,DAL 16,16.0,19.0,Marcus Mariota pass complete short left to Zach Ertz for 11 yards (tackle by Malik Hooker),4.51,6.06,18.0,2024,263
4.0,0:07,1.0,5.0,DAL 5,16.0,19.0,Marcus Mariota spiked the ball,6.06,5.15,18.0,2024,263
4.0,0:06,,,,,,Timeout #3 by Dallas Cowboys,,,18.0,2024,263
4.0,0:06,2.0,5.0,DAL 5,22.0,19.0,"Marcus Mariota pass complete short left to Terry McLaurin for 5 yards, touchdown",5.15,7.0,18.0,2024,263
4.0,0:03,,,DAL 15,23.0,19.0,Zane Gonzalez kicks extra point good,0.0,0.0,18.0,2024,263
4.0,0:02,,,WAS 35,23.0,19.0,"Zane Gonzalez kicks off 73 yards, returned by KaVontae Turpin for 30 yards (tackle by Jeremy Chinn)",0.0,1.27,18.0,2024,263
