Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA,week,year,game_id
4.0,3:03,1.0,10.0,CLE 31,30.0,31.0,"Deshaun Watson sacked by Odafe Oweh for -9 yards. Deshaun Watson fumbles (forced by Odafe Oweh), recovered by Wyatt Teller at CLE-22 (tackle by Odafe Oweh)",1.0,-0.76,10.0,2023,140
4.0,2:23,2.0,19.0,CLE 22,30.0,31.0,Deshaun Watson pass complete deep middle to Amari Cooper for 17 yards (tackle by Rock Ya-Sin),-0.76,0.83,10.0,2023,140
4.0,2:00,3.0,2.0,CLE 39,30.0,31.0,Jerome Ford up the middle for 6 yards (tackle by Roquan Smith),0.83,1.93,10.0,2023,140
4.0,1:39,1.0,10.0,CLE 45,30.0,31.0,Deshaun Watson scrambles left end for 16 yards (tackle by Patrick Queen),1.93,2.98,10.0,2023,140
4.0,1:24,,,,,,Timeout #2 by Cleveland Browns,,,10.0,2023,140
4.0,1:24,1.0,10.0,BAL 39,30.0,31.0,Jerome Ford right guard for 12 yards (tackle by Roquan Smith and Geno Stone),2.98,3.78,10.0,2023,140
4.0,1:13,,,,,,Timeout #2 by Baltimore Ravens,,,10.0,2023,140
4.0,1:13,1.0,10.0,BAL 27,30.0,31.0,Kareem Hunt right end for 1 yard (tackle by Travis Jones and Roquan Smith),3.78,3.37,10.0,2023,140
4.0,1:07,,,,,,Timeout #3 by Baltimore Ravens,,,10.0,2023,140
4.0,1:07,2.0,9.0,BAL 26,30.0,31.0,Kareem Hunt right end for 5 yards (tackle by Roquan Smith),3.37,3.34,10.0,2023,140
4.0,0:23,3.0,4.0,BAL 21,30.0,31.0,Deshaun Watson kneels for -1 yards,3.34,2.04,10.0,2023,140
4.0,0:03,4.0,5.0,BAL 22,33.0,31.0,Dustin Hopkins 40 yard field goal good,2.04,3.0,10.0,2023,140
